ID;Programme de Fid;Age;Classe d'age;Sexe;Annee du premier vol;Nombre de vols par an;Classe du nombre de vols par an;Motif du voyage; Depenses aeroport de depart ; Depenses restauration aeroport ;Classe;Compagnie;Nationalite compagnie;Ville de depart;Pays de depart;Ville de destination;Pays de destination;Heure;Heure de depart;Date du vol;Retard au depart en minutes;Annulation du vol;SATISFACTION;Duree du vol;Distance parcourue en miles;Retard a l'arrivee de + de 30 min;Aeronef;Marque Aeronef
102917;Blue;57,00;50-59;M;2009;21,00;11 a 20;Affaire; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;20:39:53;20;19/03/2016;1,00;Non;5;12,00;23000,00;Non;A380;Airbus
102918;Silver;59,00;50-59;F;2010;2,00;1 a 10;Affaire; -   € ; -   € ;Business;Sky Airlines;USA;Sydney;Australia;Paris;France;04:59:05;4;17/12/2015;3,00;Non;4;12,00;10000,00;Non;A380;Airbus
102919;Silver;60,00;60-69;F;2011;11,00;11 a 20;Affaire; 150,00 € ; 105,00 € ;Eco Plus;Sky Airlines;USA;Bruxelles;Belgium;London;United Kingdom;04:12:16;4;13/03/2016;0,00;Non;5;3,00;600,00;Non;A380;Airbus
102920;Blue;60,00;60-69;M;2003;26,00;21 a 30;Affaire; -   € ; 75,00 € ;Business;Blue Airlines;China;Tokyo;Japan;Paris;France;11:00:18;11;25/01/2016;0,00;Non;4;12,00;1182,00;Non;A330;Airbus
102921;Blue;61,00;60-69;M;2009;28,00;21 a 30;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;22:11:35;22;10/02/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102922;Blue;61,00;60-69;M;2011;26,00;21 a 30;Affaire; -   € ; 55,00 € ;Eco Plus;China Airlines;China;Sydney;Australia;New York;USA;23:13:15;23;19/02/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102923;Blue;61,00;60-69;F;2006;6,00;1 a 10;Affaire; 60,00 € ; -   € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;17:02:38;17;24/12/2015;31,00;Non;5;12,00;23000,00;Non;A380;Airbus
102924;Blue;62,00;60-69;M;2008;42,00;41 a 50;Loisir; -   € ; 330,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;16:07:26;16;15/03/2016;19,00;Non;4;2,00;1500,00;Non;A330;Airbus
102925;Blue;64,00;60-69;M;2012;61,00;51 a 60;Billet Miles; -   € ; 60,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;06:50:47;6;15/12/2015;0,00;Non;4;12,00;598,00;Non;A330;Airbus
102926;Blue;67,00;60-69;F;2012;11,00;11 a 20;Loisir; 153,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;17:49:22;17;07/01/2016;152,00;Non;4;12,00;179,00;Non;A330;Airbus
102927;Silver;67,00;60-69;F;2004;17,00;11 a 20;Loisir; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;23:28:42;23;31/01/2016;7,00;Non;5;12,00;23000,00;Non;A380;Airbus
102928;Blue;70,00;70-79;F;2012;24,00;21 a 30;Loisir; 45,00 € ; 140,00 € ;Eco;Cloud Airlines;France;Nice;France;Paris;France;06:05:56;6;27/02/2016;0,00;Non;4;1,00;98,00;Oui;A330;Airbus
102929;Gold;73,00;70-79;M;2005;8,00;1 a 10;Billet Miles; 15,00 € ; 90,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;22:45:23;22;25/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102930;Gold;74,00;70-79;M;2011;32,00;31 a 40;Loisir; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;10:27:11;10;20/02/2016;33,00;Non;4;12,00;227,00;Oui;A330;Airbus
102931;Blue;78,00;70-79;F;2003;36,00;31 a 40;Loisir; -   € ; 30,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;20:05:16;20;18/02/2016;100,00;Oui;1;;2521,00;Oui;A330;Airbus
102932;Blue;80,00;80+;F;2009;23,00;21 a 30;Loisir; -   € ; 15,00 € ;Eco;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;14:57:45;14;30/01/2016;6,00;Non;4;2,00;1500,00;Non;A330;Airbus
102933;Blue;15,00;0-19;F;2010;28,00;21 a 30;Loisir; 300,00 € ; -   € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;15:45:44;15;05/03/2016;89,00;Non;5;12,00;21000,00;Non;A380;Airbus
102934;Blue;15,00;0-19;M;2006;31,00;31 a 40;Loisir; -   € ; 40,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;11:52:55;11;08/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102935;Blue;16,00;0-19;F;2009;46,00;41 a 50;Billet Miles; 65,00 € ; 25,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;01:20:23;1;04/03/2016;0,00;Non;4;12,00;925,00;Non;A330;Airbus
102936;Blue;16,00;0-19;M;2008;16,00;11 a 20;Billet Miles; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;07:22:38;7;26/12/2015;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102937;Blue;17,00;0-19;M;2007;27,00;21 a 30;Loisir; -   € ; 15,00 € ;Eco;China Airlines;China;Bruxelles;Belgium;Nice;France;05:06:27;5;09/01/2016;0,00;Non;5;2,00;120,00;Non;A380;Airbus
102938;Blue;18,00;0-19;F;2011;26,00;21 a 30;Affaire; -   € ; 150,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Beijing;China;05:19:52;5;21/12/2015;0,00;Non;4;12,00;1075,00;Non;A330;Airbus
102939;Blue;20,00;20-29;M;2007;38,00;31 a 40;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;05:41:52;5;02/01/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
102940;Blue;21,00;20-29;M;2009;22,00;21 a 30;Affaire; 60,00 € ; 20,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;16:39:45;16;31/01/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102941;Silver;24,00;20-29;M;2003;21,00;21 a 30;Affaire; 25,00 € ; 55,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;10:47:02;10;08/02/2016;32,00;Non;5;12,00;30000,00;Non;A380;Airbus
102942;Silver;26,00;20-29;F;2009;25,00;21 a 30;Loisir; -   € ; 120,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;16:39:41;16;22/02/2016;0,00;Non;4;12,00;926,00;Non;A330;Airbus
102943;Blue;28,00;20-29;F;2005;22,00;21 a 30;Loisir; 150,00 € ; 45,00 € ;Eco;China Airlines;China;Geneve;Switzerland;New York;USA;13:34:21;13;13/03/2016;0,00;Non;5;11,00;9600,00;Non;A350;Airbus
102944;Silver;30,00;30-39;F;2005;24,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;21:10:30;21;15/03/2016;0,00;Non;4;12,00;125,00;Non;A330;Airbus
102945;Blue;30,00;30-39;F;2009;29,00;21 a 30;Affaire; 60,00 € ; 5,00 € ;Business;Sky Airlines;USA;Nice;France;Paris;France;17:56:23;17;24/01/2016;0,00;Non;5;1,00;502,00;Non;A380;Airbus
102946;Blue;31,00;30-39;F;2003;32,00;31 a 40;Affaire; -   € ; 35,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;03:10:37;3;02/03/2016;30,00;Oui;1;2,00;1000,00;Non;A330;Airbus
102947;Blue;31,00;30-39;F;2005;34,00;31 a 40;Affaire; 13,00 € ; 65,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;07:38:01;7;21/01/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102948;Blue;31,00;30-39;M;2006;13,00;11 a 20;Affaire; -   € ; 150,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;20:12:49;20;25/12/2015;8,00;Non;5;12,00;23000,00;Non;A380;Airbus
102949;Blue;31,00;30-39;F;2008;21,00;21 a 30;Loisir; 30,00 € ; 60,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;03:00:32;3;19/02/2016;4,00;Non;5;12,00;30000,00;Non;A380;Airbus
102950;Blue;32,00;30-39;M;2008;5,00;1 a 10;Affaire; 122,00 € ; 110,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;15:19:39;15;26/02/2016;52,00;Non;1;12,00;23000,00;Oui;A380;Airbus
102951;Blue;37,00;30-39;F;2008;38,00;31 a 40;Affaire; -   € ; 105,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;18:58:04;18;27/02/2016;14,00;Non;4;12,00;888,00;Non;A330;Airbus
102952;Blue;38,00;30-39;F;2004;27,00;21 a 30;Affaire; -   € ; 30,00 € ;Eco;Cloud Airlines;France;Paris;France;Lisbon;Portugal;13:22:43;13;31/12/2015;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
102953;Silver;38,00;30-39;F;2010;37,00;31 a 40;Affaire; 95,00 € ; 75,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;23:12:09;23;05/01/2016;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
102954;Blue;40,00;40-49;M;2006;13,00;11 a 20;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;19:59:38;19;03/03/2016;0,00;Non;4;12,00;160,00;Non;A330;Airbus
102955;Silver;40,00;40-49;M;2006;27,00;21 a 30;Affaire; 5,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Montreal;Canada;Paris;France;14:04:13;14;22/12/2015;0,00;Non;5;8,00;10000,00;Non;A380;Airbus
102956;Silver;40,00;40-49;F;2008;16,00;11 a 20;Affaire; -   € ; 15,00 € ;Eco Plus;Cloud Airlines;France;Montreal;Canada;Lyon;France;03:26:04;3;23/02/2016;0,00;Non;4;8,00;10000,00;Non;A320;Airbus
102957;Blue;40,00;40-49;F;2006;31,00;21 a 30;Affaire; 120,00 € ; 45,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;06:21:41;6;23/01/2016;0,00;Non;4;17,00;11000,00;Non;A380;Airbus
102958;Blue;42,00;40-49;F;2012;13,00;11 a 20;Affaire; 240,00 € ; 280,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;09:22:33;9;07/03/2016;18,00;Non;2;12,00;1389,00;Oui;A330;Airbus
102959;Blue;43,00;40-49;M;2004;21,00;11 a 20;Affaire; 370,00 € ; 15,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;05:21:05;5;04/02/2016;0,00;Non;4;12,00;909,00;Non;A330;Airbus
102960;Silver;43,00;40-49;F;2007;14,00;11 a 20;Affaire; 60,00 € ; 110,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;00:05:45;0;10/01/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
102961;Blue;44,00;40-49;F;2004;13,00;11 a 20;Affaire; -   € ; 65,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Paris;France;20:49:44;20;22/01/2016;0,00;Non;4;12,00;1404,00;Non;A330;Airbus
102962;Blue;44,00;40-49;M;2011;12,00;11 a 20;Affaire; 90,00 € ; 15,00 € ;Eco;Sky Airlines;USA;Montreal;Canada;London;United Kingdom;03:08:45;3;03/03/2016;0,00;Non;5;12,00;10500,00;Non;A380;Airbus
102963;Silver;45,00;40-49;M;2012;9,00;1 a 10;Affaire; 5,00 € ; 50,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;18:13:28;18;12/02/2016;0,00;Non;4;12,00;368,00;Non;A330;Airbus
102964;Silver;45,00;40-49;F;2010;26,00;21 a 30;Affaire; -   € ; 150,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;20:18:44;20;20/03/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
102965;Silver;46,00;40-49;F;2005;11,00;11 a 20;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;15:28:54;15;14/02/2016;0,00;Non;5;1,00;98,00;Non;A380;Airbus
102966;Silver;46,00;40-49;F;2005;7,00;1 a 10;Affaire; 5,00 € ; 15,00 € ;Eco;Northwest Airlines;Australia;New York;USA;London;United Kingdom;00:23:28;0;17/02/2016;3,00;Non;4;17,00;1482,00;Non;A330;Airbus
102967;Blue;47,00;40-49;F;2011;31,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;03:35:47;3;01/02/2016;0,00;Non;4;17,00;1674,00;Non;A330;Airbus
102968;Blue;48,00;40-49;M;2003;56,00;51 a 60;Loisir; -   € ; 45,00 € ;Eco;Cloud Airlines;France;Nice;France;Beijing;China;08:30:02;8;27/01/2016;0,00;Non;2;15,00;12000,00;Non;A330;Airbus
102969;Blue;49,00;40-49;F;2009;16,00;11 a 20;Affaire; 70,00 € ; 105,00 € ;Eco;Cloud Airlines;France;Nice;France;Paris;France;05:50:28;5;07/01/2016;0,00;Non;4;1,00;98,00;Non;A330;Airbus
102970;Blue;49,00;40-49;M;2010;13,00;11 a 20;Affaire; 60,00 € ; 60,00 € ;Business;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;09:33:59;9;10/02/2016;3,00;Non;4;12,00;11000,00;Non;A380;Airbus
102971;Blue;49,00;40-49;F;2012;49,00;41 a 50;Affaire; -   € ; 90,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;00:33:12;0;22/01/2016;0,00;Non;4;12,00;21000,00;Non;A380;Airbus
102972;Blue;49,00;40-49;M;2006;17,00;11 a 20;Affaire; 5,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;20:38:04;20;02/03/2016;19,00;Non;5;12,00;23000,00;Non;A380;Airbus
102973;Blue;50,00;50-59;F;2006;5,00;1 a 10;Affaire; 32,00 € ; 53,00 € ;Eco;Cheap Sky;France;Lisbon;Portugal;Nice;France;01:11:54;1;05/03/2016;5,00;Non;2;12,00;853,00;Oui;A350;Airbus
102974;Gold;50,00;50-59;M;2010;14,00;11 a 20;Affaire; -   € ; 135,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;20:29:55;20;17/03/2016;7,00;Non;4;17,00;10000,00;Non;A380;Airbus
102975;Silver;51,00;50-59;F;2012;13,00;11 a 20;Affaire; -   € ; 75,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;13:51:44;13;10/03/2016;0,00;Non;4;12,00;639,00;Non;A330;Airbus
102976;Silver;51,00;50-59;F;2005;25,00;21 a 30;Loisir; 90,00 € ; 100,00 € ;Eco;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;22:36:33;22;14/12/2015;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102977;Silver;51,00;50-59;F;2003;12,00;11 a 20;Affaire; 55,00 € ; 60,00 € ;Eco;China Airlines;China;Pekin;China;New York;USA;18:45:17;18;17/02/2016;0,00;Non;5;17,00;30000,00;Non;A380;Airbus
102978;Blue;53,00;50-59;F;2003;8,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;01:15:52;1;29/12/2015;2,00;Non;4;17,00;1452,00;Non;A330;Airbus
102979;Blue;55,00;50-59;M;2003;6,00;1 a 10;Affaire; -   € ; 90,00 € ;Eco;Northwest Airlines;Australia;Nantes;France;Lisbon;Portugal;07:53:21;7;26/12/2015;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
102980;Silver;56,00;50-59;F;2010;44,00;41 a 50;Affaire; 35,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;01:45:29;1;23/01/2016;0,00;Non;4;12,00;748,00;Non;A330;Airbus
102981;Blue;58,00;50-59;F;2004;16,00;11 a 20;Affaire; 270,00 € ; 70,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;18:23:33;18;20/01/2016;0,00;Non;4;12,00;997,00;Non;A330;Airbus
102982;Blue;61,00;60-69;M;2008;13,00;11 a 20;Affaire; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;20:44:08;20;12/12/2015;10,00;Non;5;12,00;30000,00;Non;B747;Boeing
102983;Gold;62,00;60-69;M;2003;3,00;1 a 10;Affaire; 15,00 € ; 157,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;18:12:52;18;13/03/2016;0,00;Non;4;12,00;261,00;Non;A330;Airbus
102984;Blue;63,00;60-69;M;2004;28,00;21 a 30;Loisir; 30,00 € ; 130,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;07:49:12;7;28/01/2016;181,00;Non;2;12,00;557,00;Oui;A330;Airbus
102985;Blue;65,00;60-69;F;2009;5,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco Plus;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;12:28:19;12;21/12/2015;0,00;Non;4;12,00;597,00;Non;A330;Airbus
102986;Gold;65,00;60-69;M;2007;11,00;11 a 20;Affaire; 30,00 € ; 23,00 € ;Eco;Sky Airlines;USA;Pekin;China;Madrid;Spain;00:50:20;0;18/03/2016;1,00;Non;5;12,00;21000,00;Non;A380;Airbus
102987;Blue;66,00;60-69;F;2011;2,00;1 a 10;Affaire; -   € ; 60,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;10:24:19;10;21/03/2016;44,00;Non;1;12,00;401,00;Oui;A330;Airbus
102988;Silver;67,00;60-69;M;2003;14,00;11 a 20;Affaire; -   € ; 160,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;05:01:34;5;02/03/2016;0,00;Non;5;1,00;98,00;Non;A380;Airbus
102989;Blue;67,00;60-69;M;2006;8,00;1 a 10;Affaire; -   € ; -   € ;Eco;Sky Airlines;USA;Tokyo;Japan;Geneve;Switzerland;15:18:46;15;24/01/2016;0,00;Non;4;12,00;1121,00;Non;B747;Boeing
102990;Blue;67,00;60-69;F;2012;21,00;21 a 30;Loisir; 75,00 € ; 40,00 € ;Eco Plus;Cool Airlines;United Kingdom;Pekin;China;New York;USA;00:45:33;0;14/12/2015;0,00;Non;4;17,00;30000,00;Non;A380;Airbus
102991;Gold;70,00;70-79;M;2009;13,00;11 a 20;Loisir; 18,00 € ; 138,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;03:07:26;3;14/02/2016;7,00;Non;4;12,00;412,00;Non;A330;Airbus
102992;Blue;70,00;70-79;F;2003;34,00;31 a 40;Loisir; -   € ; 86,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;Paris;France;10:46:09;10;22/01/2016;12,00;Non;4;12,00;10000,00;Non;B747;Boeing
102993;Blue;73,00;70-79;M;2004;21,00;11 a 20;Loisir; 240,00 € ; 120,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;08:44:52;8;31/01/2016;0,00;Oui;1;1,00;970,00;Oui;A330;Airbus
102994;Silver;73,00;70-79;F;2009;11,00;1 a 10;Loisir; 30,00 € ; 90,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;London;United Kingdom;09:31:21;9;13/12/2015;0,00;Non;5;12,00;21000,00;Non;A380;Airbus
102995;Blue;75,00;70-79;M;2003;41,00;41 a 50;Loisir; -   € ; 120,00 € ;Business;Sky Airlines;USA;Pekin;China;New York;USA;03:22:39;3;09/02/2016;7,00;Non;5;12,00;30000,00;Non;A380;Airbus
102996;Silver;76,00;70-79;M;2010;36,00;31 a 40;Loisir; -   € ; 120,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;London;United Kingdom;10:08:05;10;28/02/2016;0,00;Non;4;12,00;1065,00;Non;A330;Airbus
102997;Blue;77,00;70-79;F;2008;16,00;11 a 20;Affaire; 215,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;08:50:45;8;07/03/2016;0,00;Non;5;24,00;22000,00;Non;A380;Airbus
102998;Silver;77,00;70-79;M;2009;34,00;31 a 40;Loisir; 30,00 € ; 90,00 € ;Business;China Airlines;China;Pekin;China;New York;USA;23:36:50;23;13/01/2016;7,00;Non;5;12,00;30000,00;Non;A380;Airbus
102999;Blue;16,00;0-19;F;2009;19,00;11 a 20;Loisir; -   € ; 65,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;14:03:42;14;31/01/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
103000;Blue;17,00;0-19;F;2006;12,00;11 a 20;Loisir; -   € ; 45,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;22:27:40;22;19/12/2015;136,00;Non;4;12,00;236,00;Non;A330;Airbus
103001;Blue;18,00;0-19;F;2011;19,00;11 a 20;Affaire; -   € ; 30,00 € ;Eco;Cheap Sky;France;Madrid;Spain;Sydney;Australia;06:25:56;6;15/01/2016;0,00;Non;4;12,00;391,00;Non;A330;Airbus
103002;Blue;19,00;0-19;M;2004;22,00;21 a 30;Affaire; 15,00 € ; 40,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;15:01:31;15;29/12/2015;2,00;Non;4;12,00;888,00;Non;A330;Airbus
103003;Blue;22,00;20-29;M;2005;14,00;11 a 20;Affaire; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Nice;France;London;United Kingdom;14:27:25;14;10/02/2016;1,00;Non;5;2,00;1000,00;Non;A380;Airbus
103004;Blue;22,00;20-29;F;2008;8,00;1 a 10;Billet Miles; -   € ; -   € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;17:41:28;17;16/12/2015;0,00;Non;4;17,00;11000,00;Non;A380;Airbus
103005;Silver;26,00;20-29;F;2008;26,00;21 a 30;Affaire; -   € ; 35,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;14:39:46;14;05/02/2016;0,00;Non;4;17,00;11000,00;Non;A380;Airbus
103006;Blue;26,00;20-29;F;2004;18,00;11 a 20;Loisir; 10,00 € ; 80,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;07:01:45;7;06/01/2016;28,00;Non;4;12,00;11000,00;Non;A380;Airbus
103007;Silver;27,00;20-29;M;2007;39,00;31 a 40;Affaire; 120,00 € ; 10,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;07:55:30;7;29/02/2016;51,00;Non;4;12,00;569,00;Non;A330;Airbus
103008;Blue;27,00;20-29;M;2005;1,00;0;Affaire; -   € ; 35,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;22:01:43;22;13/03/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
103009;Silver;27,00;20-29;F;2004;16,00;11 a 20;Affaire; -   € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Pekin;China;Paris;France;09:01:59;9;15/01/2016;101,00;Non;4;12,00;23000,00;Non;A380;Airbus
103010;Blue;28,00;20-29;F;2003;11,00;11 a 20;Affaire; -   € ; 30,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;05:41:45;5;25/12/2015;0,00;Non;4;12,00;862,00;Non;A330;Airbus
103011;Gold;29,00;20-29;F;2006;1,00;0;Affaire; 10,00 € ; 145,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;11:37:48;11;03/01/2016;6,00;Non;4;12,00;612,00;Non;A330;Airbus
103012;Blue;29,00;20-29;F;2004;41,00;41 a 50;Loisir; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Bruxelles;Belgium;14:15:25;14;17/03/2016;0,00;Non;4;17,00;1660,00;Non;A330;Airbus
103013;Silver;30,00;30-39;M;2005;19,00;11 a 20;Affaire; 30,00 € ; 45,00 € ;Eco Plus;OnlyJets Airlines;Australia;Madrid;Spain;London;United Kingdom;14:53:31;14;28/02/2016;16,00;Non;4;12,00;944,00;Non;A330;Airbus
103014;Blue;30,00;30-39;M;2007;21,00;21 a 30;Affaire; 10,00 € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;08:20:23;8;05/03/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
103015;Blue;31,00;30-39;M;2003;11,00;11 a 20;Affaire; 90,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Bruxelles;Belgium;London;United Kingdom;06:55:22;6;02/02/2016;0,00;Non;2;2,00;594,00;Non;A330;Airbus
103016;Blue;33,00;30-39;M;2003;16,00;11 a 20;Affaire; 10,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;19:40:05;19;02/03/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
103017;Gold;35,00;30-39;F;2003;3,00;1 a 10;Affaire; -   € ; 150,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;18:51:14;18;14/02/2016;0,00;Non;4;12,00;517,00;Non;A330;Airbus
103018;Blue;35,00;30-39;F;2005;1,00;0;Loisir; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;07:21:25;7;14/01/2016;0,00;Non;5;17,00;21000,00;Non;A380;Airbus
103019;Silver;36,00;30-39;F;2012;11,00;1 a 10;Loisir; -   € ; 130,00 € ;Eco;Cheap Sky;France;Lisbon;Portugal;Nice;France;06:36:37;6;14/01/2016;0,00;Non;1;17,00;1476,00;Non;A330;Airbus
103020;Blue;36,00;30-39;M;2005;25,00;21 a 30;Affaire; 5,00 € ; 15,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;07:46:26;7;07/01/2016;0,00;Non;4;17,00;1607,00;Non;A330;Airbus
103021;Silver;37,00;30-39;M;2004;1,00;0;Loisir; -   € ; 25,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;18:38:28;18;08/03/2016;0,00;Non;5;1,00;408,00;Non;A380;Airbus
103022;Blue;37,00;30-39;M;2003;4,00;1 a 10;Affaire; 32,00 € ; 50,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;05:29:32;5;13/12/2015;31,00;Non;2;12,00;557,00;Oui;A330;Airbus
103023;Blue;37,00;30-39;M;2005;2,00;1 a 10;Affaire; -   € ; 35,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;19:24:16;19;18/12/2015;31,00;Non;4;17,00;1400,00;Non;A330;Airbus
103024;Blue;38,00;30-39;M;2009;15,00;11 a 20;Affaire; 60,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Montreal;Canada;Paris;France;02:40:58;2;05/02/2016;96,00;Non;5;8,00;10000,00;Non;A380;Airbus
103025;Gold;38,00;30-39;M;2005;4,00;1 a 10;Affaire; -   € ; 75,00 € ;Business;Sky Airlines;USA;Pekin;China;Paris;France;17:33:48;17;31/01/2016;5,00;Non;5;17,00;23000,00;Non;A380;Airbus
103026;Blue;39,00;30-39;M;2004;11,00;11 a 20;Affaire; -   € ; 40,00 € ;Eco;Sky Airlines;USA;Geneve;Switzerland;Paris;France;07:22:17;7;21/03/2016;29,00;Non;5;1,00;2000,00;Non;A380;Airbus
103027;Gold;41,00;40-49;F;2007;4,00;1 a 10;Loisir; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;07:02:43;7;20/02/2016;7,00;Non;4;2,00;1000,00;Non;A330;Airbus
